gene_id,BonitaEye1,BonitaEye2,BonitaEye3,BonitaEye4,CuevaEye1,CuevaEye2,CuevaEye3,CuevaEye4,LunaEye1,LunaEye2,LunaEye3,LunaEye4,PSOEye1,PSOEye2,PSOEye3,PSOEye4
gene18334,0,0,0,0,0,0,0,0,9,0,7,3,0,0,0,0
gene23120,3,0,0,0,0,8,0,0,7,0,0,0,9,0,0,0
gene23121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
gene23122,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
gene23123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23124,83,0,8,0,66,116,22,22,108,0,188,49,50,84,31,10
gene23125,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5
gene23126,7,0,3,0,0,22,0,3,11,0,32,0,36,41,0,0
gene23127,3,0,0,0,12,38,2,0,15,0,16,5,0,7,13,0
gene23128,0,3,4,0,0,22,0,0,23,0,0,5,16,27,0,0
gene23129,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
gene9709,19,0,6,0,0,25,0,0,70,0,54,15,81,21,0,17
gene9708,5,0,0,0,0,3,0,0,0,0,4,3,0,0,0,19
gene9703,19,0,0,0,0,47,37,0,16,0,70,3,39,79,6,0
gene9702,3,0,0,0,0,13,0,0,5,0,6,0,3,4,9,0
gene9701,12,0,2,0,0,91,11,0,102,0,91,40,56,55,15,0
gene9700,121,19,63,49,0,85,0,0,45,0,26,8,1078,250,45,13
gene9707,16,0,3,0,0,26,0,6,25,0,35,10,50,26,0,0
gene9706,0,0,0,19,2,6,9,6,0,0,5,3,0,0,0,0
gene9705,11,0,0,9,0,22,9,0,15,0,4,3,0,0,3,0
gene9704,57,0,8,0,0,333,17,0,201,0,54,19,62,49,27,0
gene3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene3344,8,3,5,0,0,13,0,14,16,0,0,17,0,5,0,0
gene3347,11,0,0,0,0,26,0,0,33,0,9,3,11,6,0,0
gene3346,21,0,4,0,0,61,0,4,51,0,37,14,16,18,0,0
gene3341,0,0,0,0,0,30,0,0,0,0,0,3,0,6,0,0
gene3340,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gene3343,0,0,0,0,0,0,0,0,5,0,0,0,7,10,0,0
gene3342,0,0,0,0,0,0,0,9,6,0,14,0,0,0,0,0
gene3349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gene3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13769,8,2,0,0,0,14,0,0,5,0,8,3,8,6,10,0
gene13768,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0
gene13761,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
gene13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13763,11,0,9,0,0,0,3,0,0,0,11,0,6,3,0,0
gene13762,85,17,37,28,19,115,13,4,100,0,78,17,153,239,27,0
gene13765,14,0,3,0,0,19,0,0,4,0,12,0,49,6,0,0
gene13764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13767,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0
gene13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17867,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0
gene17864,3,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0
gene17865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17862,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
gene17863,34,6,17,0,22,85,9,13,88,0,106,28,63,111,30,0
gene17860,0,0,3,0,0,22,0,0,35,0,11,10,9,3,0,0
gene17861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
gene17868,12,5,13,0,0,22,0,0,13,0,6,0,42,21,0,0
gene17869,11,0,0,0,0,11,0,0,49,0,24,5,24,7,0,2
gene16199,18,0,5,0,0,16,0,0,23,0,16,6,30,17,24,0
gene16198,0,0,0,0,0,0,0,0,3,0,7,0,10,7,0,0
gene16195,13,0,0,25,0,48,9,0,6,0,14,0,56,5,0,0
gene16194,7,0,16,0,14,61,14,0,56,0,19,0,88,61,0,10
gene16197,11,3,5,0,0,39,0,0,21,0,19,8,17,16,3,0
gene16196,9,0,0,0,6,33,0,3,2,0,12,0,0,0,0,0
gene16191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16193,30,0,0,0,0,54,0,0,17,0,21,13,43,5,0,0
gene16192,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0
gene15428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15424,149,7,24,44,50,266,50,0,207,0,127,93,164,211,63,10
gene15425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15427,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0
gene15420,0,0,9,0,0,0,0,0,6,0,6,0,30,0,0,0
gene15421,97,0,32,48,29,192,18,0,189,0,122,76,92,70,36,0
gene15422,0,0,0,0,19,7,0,0,11,0,3,0,0,0,0,0
gene15423,23,0,0,0,0,0,0,0,22,0,6,33,25,22,0,25
gene24693,25,3,6,6,32,38,5,0,10,0,35,23,42,37,4,0
gene24692,0,0,0,0,0,14,0,0,18,3,13,7,19,2,3,0
gene24691,6,0,2,0,0,14,0,0,0,0,2,0,4,3,0,0
gene24690,0,0,3,0,0,6,0,0,4,0,0,0,6,0,0,2
gene24697,0,0,0,0,0,15,0,0,3,0,3,0,0,0,0,0
gene24696,107,6,26,30,19,126,33,12,149,4,196,5,233,404,47,35
gene24695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24699,0,0,0,0,0,73,1,0,0,1,0,0,0,6,0,1
gene24698,0,0,0,0,0,58,0,0,3,0,0,0,19,4,0,0
gene16739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16738,32,5,8,3,2,51,44,14,35,0,13,16,26,72,27,3
gene29319,8,0,0,0,3,0,0,11,0,0,26,0,9,0,0,0
gene29318,0,0,3,0,0,0,0,17,0,0,0,0,22,10,0,0
gene16731,19,0,3,0,0,17,0,0,17,0,15,0,19,50,0,0
gene29314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29316,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0
gene29311,20,0,0,0,0,73,0,0,65,0,14,19,64,4,0,0
gene29310,67,0,9,0,0,41,0,14,82,0,18,14,129,19,5,0
gene29313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29312,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
gene27928,21,0,3,3,0,17,0,0,59,0,37,14,45,14,16,0
gene27929,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0
gene27924,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
gene27925,39,3,8,39,0,97,16,18,35,0,33,35,72,83,14,8
gene27926,5,0,0,0,0,0,0,5,20,0,0,12,12,0,0,0
gene27927,0,0,0,0,0,6,0,0,5,0,0,0,14,3,0,0
gene27920,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0
gene27921,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gene27922,6,0,0,0,0,12,0,0,8,0,0,0,0,7,3,0
gene27923,0,0,0,0,0,46,0,0,15,0,3,0,0,3,0,0
gene28958,21,0,0,0,0,21,0,0,30,0,18,3,0,6,11,0
gene28959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28954,101,2,24,0,51,145,28,5,58,0,49,50,48,111,8,0
gene28955,0,0,0,0,0,9,6,0,3,0,7,3,0,11,0,0
gene28956,29,0,0,0,0,31,0,0,19,0,4,0,37,9,0,0
gene28957,61,0,8,3,1,97,0,3,60,5,30,10,27,60,27,27
gene28950,0,0,0,0,14,6,0,0,0,0,3,0,3,0,0,0
gene28951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28952,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0
gene28953,0,0,0,9,0,11,0,3,0,0,0,0,13,0,0,0
gene14779,0,0,0,0,0,15,0,0,11,0,14,0,13,5,0,0
gene14778,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gene14777,7,0,2,30,0,13,17,13,27,0,29,3,9,7,0,0
gene14776,206,3,41,15,55,388,89,17,271,20,310,130,312,518,100,44
gene14775,0,0,0,0,0,5,0,0,0,0,11,11,16,13,3,0
gene2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2913,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0
gene2912,19,0,21,53,38,11,0,3,26,0,38,17,29,42,0,0
gene14771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26541,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gene26540,25,0,3,0,0,33,0,0,21,0,11,11,0,0,0,0
gene13701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26549,235,3,9,13,0,119,0,0,64,0,39,27,368,163,32,9
gene26548,2,0,2,0,0,0,0,0,0,0,8,0,0,7,0,14
gene25714,59,0,11,0,0,117,8,0,59,4,24,15,54,19,16,0
gene1259,2,0,0,0,0,18,0,0,15,0,7,21,21,7,0,0
gene1258,9,0,0,0,0,13,0,0,0,0,3,0,0,3,0,0
gene1255,126,0,48,23,50,233,44,3,104,0,120,30,201,146,18,0
gene1254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1256,6,0,0,0,0,0,0,0,7,0,3,0,0,7,0,0
gene1251,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
gene1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1253,65,3,13,67,3,69,8,6,93,0,42,21,66,59,21,0
gene1252,0,0,0,0,40,46,0,0,49,0,7,0,20,26,3,0
gene17904,33,0,5,0,0,18,0,0,12,0,17,0,50,6,0,0
gene11859,0,0,0,0,0,19,0,0,22,0,14,0,11,6,0,0
gene11858,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gene11851,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
gene11850,0,0,0,0,0,5,0,5,0,0,0,0,11,0,0,0
gene25710,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
gene11852,0,0,0,0,0,48,0,0,11,0,0,0,0,14,15,0
gene11855,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0
gene11854,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,1
gene11857,6,0,0,0,0,93,0,0,20,0,14,6,0,5,8,0
gene11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
gene10108,3,0,2,0,7,20,0,0,26,0,16,0,19,68,0,0
gene10109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10104,11,0,0,0,0,35,0,0,23,0,9,0,21,3,0,0
gene10105,32,3,13,0,0,78,27,3,30,0,74,14,7,52,13,0
gene10106,10,3,0,2,0,26,0,0,32,0,39,18,11,13,2,0
gene10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10101,1,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0
gene10102,0,0,0,0,0,0,2,0,2,0,0,0,10,0,0,0
gene10103,0,0,0,0,0,11,0,0,14,0,0,0,0,10,0,0
gene21085,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
gene17459,2,0,0,0,0,13,0,0,11,0,10,0,19,7,0,0
gene17458,10,0,0,0,0,0,0,0,26,0,152,17,0,0,3,5
gene17457,0,0,0,0,0,9,0,0,54,0,63,29,0,0,0,0
gene17456,0,0,0,32,0,0,13,0,2,0,0,0,0,0,0,0
gene17455,0,0,0,0,0,10,9,6,0,0,13,0,0,10,0,0
gene17454,3,0,0,0,0,0,22,0,28,0,6,0,25,0,0,0
gene17453,6,0,0,0,0,33,17,0,17,0,0,0,24,6,0,0
gene17452,6,3,0,0,0,3,0,0,0,0,11,0,11,4,0,0
gene17451,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gene17450,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gene27195,17,0,6,6,0,108,0,0,43,0,56,0,38,13,0,0
gene6708,21,0,0,0,0,57,0,5,16,0,12,0,12,13,0,0
gene6709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene6706,11,0,0,0,0,63,0,0,9,0,9,0,0,0,0,0
gene6707,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
gene6704,8,3,4,0,0,30,0,0,26,0,5,6,10,0,0,0
gene6705,0,0,0,0,30,0,2,0,8,0,22,0,0,0,0,0
gene6702,797,9,80,35,194,1479,142,36,1266,47,1177,358,1005,538,128,34
gene6703,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0
gene6700,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
gene6701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27196,23,3,8,0,0,31,30,0,8,0,45,18,60,35,9,0
gene3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27190,10,0,0,0,0,7,0,0,5,0,15,1,26,4,0,0
gene3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21089,9,3,0,0,0,24,0,0,24,0,20,6,7,0,0,0
gene3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21088,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2287,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
gene2286,95,6,37,30,0,286,45,22,343,13,167,100,193,64,39,21
gene2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2284,37,0,0,0,0,49,0,0,40,0,0,29,56,4,0,0
gene2283,3,0,8,0,5,18,6,6,6,0,11,0,19,11,4,0
gene2282,0,0,0,0,0,0,0,0,12,0,0,4,0,4,0,0
gene2281,10,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0
gene2280,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gene2289,14,2,0,0,0,38,0,0,28,0,20,15,56,51,0,0
gene2288,15,0,0,0,0,14,0,0,11,0,33,3,20,6,0,0
gene662,21,0,6,0,0,46,0,0,11,0,0,0,51,44,0,0
gene663,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
gene660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene661,25,0,5,0,0,55,26,5,95,0,62,24,66,97,3,0
gene666,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gene667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene664,0,0,8,0,0,0,0,0,2,2,0,0,0,0,0,0
gene665,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0
gene668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene669,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gene31596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31595,1,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0
gene31592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31590,0,0,0,6,0,0,0,0,8,0,0,8,20,10,0,0
gene31591,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2134,3,0,7,14,0,52,0,11,33,0,38,0,14,11,0,0
gene2137,6,0,0,0,0,5,0,0,0,0,7,6,0,0,0,0
gene2136,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gene2131,11,0,0,0,0,21,0,0,18,0,16,0,19,0,0,0
gene2130,12,0,11,0,0,48,0,0,10,0,9,21,28,8,0,0
gene31598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18199,31,0,0,0,0,25,0,0,11,0,13,0,14,2,0,0
gene18198,91,9,20,17,13,88,26,3,190,0,221,52,102,98,20,0
gene8043,8,0,0,0,0,13,0,0,10,0,0,14,16,7,0,0
gene20689,7,0,0,3,4,31,11,0,31,0,13,0,18,28,0,1
gene1538,20,0,0,0,0,67,8,9,105,0,63,11,15,19,2,0
gene1539,69,0,6,0,0,74,28,3,63,0,87,23,47,14,0,0
gene26099,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
gene1530,11,0,0,0,0,0,7,0,8,0,0,0,34,11,8,0
gene1531,4,0,6,0,0,52,0,3,17,0,52,3,24,10,7,0
gene1532,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0
gene26098,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0
gene1534,38,3,6,35,0,85,0,2,63,0,43,31,124,61,7,0
gene1535,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
gene1536,16,0,9,17,0,132,68,13,68,7,51,44,36,47,19,0
gene1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene3668,40,3,0,0,0,18,0,0,15,0,11,9,70,14,0,0
gene3669,15,0,0,0,0,40,0,0,62,0,57,0,62,35,0,0
gene3666,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0
gene3667,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0
gene3664,233,0,23,0,17,140,3,0,37,0,22,0,428,132,33,0
gene3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene3662,69,2,23,5,0,49,17,0,36,0,51,23,105,129,3,0
gene3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene3660,12,3,27,32,8,67,0,11,26,3,53,14,48,137,17,3
gene3661,5,0,3,0,0,23,0,0,11,0,30,7,0,9,0,0
gene28233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31048,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0
gene31049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31044,12,0,0,17,0,27,0,0,38,3,50,6,25,23,5,0
gene31045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
gene31047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31040,0,0,0,0,0,3,0,0,0,0,25,3,9,4,0,0
gene31041,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0
gene31042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene6191,9,0,0,0,0,22,0,0,16,2,28,0,21,14,0,3
gene6190,0,0,0,0,0,14,0,0,9,0,9,0,0,14,0,0
gene27221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27220,10,8,3,0,0,0,6,0,0,0,0,6,28,0,12,0
gene22739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5541,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
gene5540,86,3,37,43,51,183,41,22,122,7,187,46,50,168,40,6
gene5543,23,0,0,0,0,44,0,0,16,0,11,0,20,9,0,0
gene5542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5547,19,0,0,0,0,22,0,0,49,0,12,5,78,13,0,0
gene5546,47,3,4,0,0,43,9,0,36,0,3,8,28,52,0,0
gene5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5548,0,0,0,48,0,21,0,0,12,0,0,0,0,0,0,0
gene10929,0,0,0,0,0,0,17,0,21,0,24,5,27,18,0,0
gene22733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22197,7,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0
gene10924,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
gene10925,35,0,22,17,34,38,20,19,40,0,75,18,64,144,12,0
gene22192,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0
gene22193,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene10920,8,0,3,0,0,14,11,0,69,0,27,7,27,29,0,0
gene10921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26523,7,0,0,0,0,47,0,0,103,0,106,12,34,13,0,0
gene26522,12,2,0,28,0,107,0,4,91,0,121,22,17,14,6,3
gene26521,3,0,0,0,0,3,14,0,30,0,20,3,6,20,0,0
gene26520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8678,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
gene8679,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26524,19,0,11,0,0,88,0,0,51,0,50,17,41,31,0,0
gene8674,9,0,3,0,0,46,0,0,10,0,14,0,12,12,0,13
gene8675,24,0,6,0,0,19,0,0,11,0,16,19,10,78,9,0
gene8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8677,0,0,0,0,0,0,0,4,10,0,17,0,0,22,0,2
gene8670,52,3,0,0,0,35,0,13,51,5,33,0,46,55,0,0
gene8671,25,0,0,0,0,35,0,3,46,0,22,14,24,27,0,0
gene8672,6,0,0,0,0,0,0,0,22,0,3,0,27,11,0,0
gene8673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18139,68,0,13,0,0,181,0,3,137,0,55,31,113,55,0,0
gene18138,17,0,6,0,32,70,23,0,59,0,20,32,61,18,6,0
gene18135,11,0,0,0,0,3,0,4,3,2,0,0,25,6,0,0
gene18134,0,0,0,0,0,8,0,0,9,0,9,0,0,16,0,0
gene18137,9,0,13,0,0,13,0,11,35,0,32,13,60,55,0,0
gene18136,0,0,0,0,0,11,0,9,4,0,25,0,41,7,0,0
gene18131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18130,77,0,14,28,7,222,9,9,187,8,97,26,90,116,27,4
gene18133,36,0,3,0,0,60,0,0,19,0,35,0,81,42,0,11
gene18132,50,0,8,0,13,129,0,0,152,0,57,11,130,42,3,0
gene13676,19,0,0,0,0,3,0,0,0,0,9,0,52,35,0,0
gene13857,3,0,0,0,0,49,0,0,24,0,14,20,19,6,11,0
gene17535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18683,0,0,0,0,0,13,0,0,6,0,11,3,0,0,0,30
gene18682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18681,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gene17537,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
gene18687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18685,13,0,11,0,0,33,0,0,15,0,25,11,7,57,0,0
gene18684,19,0,0,48,12,34,0,3,69,0,74,9,31,43,0,0
gene13853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18688,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
gene17531,22,0,3,0,7,50,0,0,42,0,35,5,21,29,29,0
gene4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4398,11,0,0,0,0,3,0,0,8,0,16,8,0,6,0,0
gene13851,0,0,0,0,0,0,10,0,6,0,0,0,5,0,0,0
gene4393,0,0,0,0,0,6,0,0,8,0,7,6,7,14,0,0
gene4392,9767,48,413,659,1864,22450,336,209,14534,580,2608,2454,10031,3882,1760,169
gene4391,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4397,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene4396,48,2,11,12,27,53,39,22,118,0,108,17,83,121,0,12
gene4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4394,6,0,0,0,0,6,0,0,45,0,7,4,22,12,0,0
gene16483,3,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0
gene16482,0,0,0,0,0,0,0,9,10,0,26,0,0,0,0,0
gene16481,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
gene16480,0,0,0,0,0,0,0,0,9,0,0,0,8,3,0,0
gene17907,11,0,0,0,19,0,0,0,10,0,31,0,0,7,0,0
gene12107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16485,21,0,0,0,46,34,17,3,68,0,40,0,34,31,4,0
gene16484,24,0,0,0,0,68,0,0,4,0,7,0,9,0,0,0
gene16489,9,0,0,0,0,11,0,3,6,0,0,0,0,0,3,0
gene16488,4,0,0,0,31,55,0,0,17,0,16,12,0,3,0,0
gene21898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21899,64,0,3,0,0,66,0,6,21,0,44,8,17,55,0,0
gene21896,0,3,0,0,0,26,0,0,13,0,29,0,6,4,0,0
gene21897,36,0,0,0,0,35,0,6,68,0,81,18,12,22,14,24
gene21894,19,0,0,0,0,87,0,0,60,0,6,8,6,8,18,0
gene21895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15622,10,0,0,0,12,0,0,8,24,0,52,0,26,30,0,0
gene21893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21890,20,3,0,0,17,12,9,0,52,0,17,0,68,54,8,0
gene15621,61,0,15,22,25,60,3,13,83,0,144,40,53,136,24,0
gene23003,19,0,8,17,0,9,24,8,15,0,24,6,0,15,7,0
gene20642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23001,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
gene23000,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
gene23007,8,0,0,0,0,0,0,0,10,0,3,0,17,9,6,0
gene23006,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0
gene23005,9,3,0,0,0,11,0,0,25,0,12,10,0,12,0,0
gene23004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23009,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
gene23008,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0
gene12164,0,0,5,0,0,8,0,0,0,0,15,0,0,4,11,0
gene12165,58,3,0,0,0,176,26,0,229,0,23,23,149,73,0,3
gene12166,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
